,DrugID,DiseaseID
1247,DB00787,D150600
1248,DB00787,D157300
1249,DB00787,D252320
1250,DB00787,D165720
1251,DB00787,D140600
1252,DB00787,D607850
1253,DB00787,D607459
1254,DB00949,D157300
1255,DB00727,D125853
1256,DB00727,D125850
1257,DB00727,D125851
1258,DB00727,D600496
1259,DB04844,D110100
1260,DB04844,D608622
1261,DB04844,D157700
1262,DB04844,D161900
1263,DB00715,D208550
1264,DB00715,D600807
1265,DB01399,D254200
1266,DB01399,D157950
1267,DB00624,D144010
1268,DB00624,D144650
1269,DB00620,D608622
1270,DB00620,D161900
1271,DB01113,D608622
1272,DB01113,D179600
1273,DB01113,D161900
1274,DB00390,D125310
1275,DB00390,D601367
1276,DB00399,D608622
1277,DB00399,D179600
1278,DB00399,D161900
1279,DB00724,D189800
1280,DB00724,D179600
1281,DB00324,D608622
1282,DB00324,D161900
1283,DB00584,D109350
1284,DB00584,D600263
1285,DB00584,D304790
1286,DB00584,D190310
1287,DB00367,D146500
1288,DB00716,D102500
1289,DB00716,D215470
1290,DB00716,D131200
1291,DB00716,D184700
1292,DB00716,D604416
1293,DB00716,D192000
1294,DB00956,D131200
1295,DB00956,D604416
1296,DB00956,D192000
1297,DB00537,D143465
1298,DB00537,D600631
1299,DB00537,D600808
1300,DB00537,D147530
1301,DB00537,D252320
1302,DB00537,D167870
1303,DB00104,D125852
1304,DB01162,D600263
1305,DB01162,D166760
1306,DB00333,D300494
1307,DB00333,D164230
1308,DB00333,D181500
1309,DB00275,D608622
1310,DB00275,D161900
1311,DB00337,D109350
1312,DB00337,D600263
1313,DB00337,D304790
1314,DB00337,D190310
1315,DB00903,D103780
1316,DB00903,D145590
1317,DB00903,D164230
1318,DB00814,D208550
1319,DB00814,D600807
1320,DB00814,D210050
1321,DB01080,D303110
1322,DB01080,D601665
1323,DB01080,D264120
1324,DB01170,D200170
1325,DB01170,D147530
1326,DB01170,D157300
1327,DB01170,D160750
1328,DB00990,D208230
1329,DB00990,D165720
1330,DB00990,D140600
1331,DB00990,D607850
1332,DB00990,D607459
1333,DB00775,D208700
1334,DB00775,D217200
1335,DB00775,D600131
1336,DB00775,D607681
1337,DB00775,D607628
1338,DB00775,D604827
1339,DB00775,D607682
1340,DB00775,D607631
1341,DB00775,D608105
1342,DB00775,D300491
1343,DB00775,D267740
1344,DB01058,D144110
1345,DB00494,D147530
1346,DB01189,D147530
1347,DB01228,D114480
1348,DB01228,D148000
1349,DB01228,D194070
1350,DB01262,D181500
1351,DB02546,D115300
1352,DB02546,D277350
1353,DB00282,D102400
1354,DB00282,D102500
1355,DB00282,D114480
1356,DB00282,D143880
1357,DB00282,D167320
1358,DB00282,D276300
1359,DB00282,D254500
1360,DB00282,D166300
1361,DB00282,D166710
1362,DB00213,D109350
1363,DB00213,D600263
1364,DB00213,D190310
1365,DB01110,D115000
1366,DB01110,D260570
1367,DB01110,D179600
1368,DB00714,D131300
1369,DB00714,D252320
1370,DB00714,D164230
1371,DB00714,D167870
1372,DB00641,D276300
1373,DB01356,D608622
1374,DB01356,D161900
1375,DB00651,D147530
1376,DB00682,D147530
1377,DB00550,D276300
1378,DB00804,D125310
1379,DB00804,D540000
1380,DB00804,D601367
1381,DB00804,D188050
1382,DB01185,D168100
1383,DB01185,D168600
1384,DB00788,D125310
1385,DB00788,D608320
1386,DB00788,D146255
1387,DB01577,D303110
1388,DB01577,D601665
1389,DB01577,D264120
1390,DB01173,D208085
1391,DB01173,D217200
1392,DB01173,D218800
1393,DB01173,D237500
1394,DB01173,D226150
1395,DB01173,D121200
1396,DB01173,D121201
1397,DB01173,D608217
1398,DB01173,D143500
1399,DB01173,D237450
1400,DB01173,D308600
1401,DB01173,D190310
1402,DB00924,D171300
1403,DB00191,D303110
1404,DB00191,D601665
1405,DB00191,D264120
1406,DB00691,D231200
1407,DB00691,D608622
1408,DB00691,D155100
1409,DB00691,D171300
1410,DB00691,D161900
1411,DB00691,D273800
1412,DB00387,D137750
1413,DB00387,D601682
1414,DB00387,D137760
1415,DB00387,D145590
1416,DB00387,D147540
1417,DB00387,D146500
1418,DB00387,D608088
1419,DB00396,D303110
1420,DB00396,D147540
1421,DB00396,D608088
1422,DB00396,D601665
1423,DB00396,D264120
1424,DB00252,D104130
1425,DB00252,D115000
1426,DB00252,D217200
1427,DB00252,D165199
1428,DB01083,D161900
1429,DB00335,D603165
1430,DB00335,D233810
1431,DB00959,D608622
1432,DB00959,D161900
1433,DB01129,D125853
1434,DB01129,D125850
1435,DB01129,D125851
1436,DB01129,D600496
1437,DB01275,D208550
1438,DB01275,D600807
1439,DB00552,D208230
1440,DB00552,D165720
1441,DB00552,D140600
1442,DB00552,D607850
1443,DB00552,D607459
1444,DB00706,D133239
1445,DB00731,D254200
1446,DB00412,D125320
1447,DB00412,D168100
1448,DB00412,D168600
1449,DB00412,D102300
1450,DB00175,D144010
1451,DB00175,D601367
1452,DB01050,D181460
1453,DB00454,D200170
1454,DB00454,D608622
1455,DB00454,D147530
1456,DB00454,D157950
1457,DB00454,D600082
1458,DB00454,D179600
1459,DB00454,D161900
1460,DB00853,D600351
1461,DB00853,D215140
1462,DB00853,D146850
1463,DB00853,D304790
1464,DB00853,D147540
1465,DB00853,D276300
1466,DB00853,D126200
1467,DB00631,D205700
1468,DB00631,D208550
1469,DB00631,D208920
1470,DB00631,D109100
1471,DB00631,D125600
1472,DB00631,D223350
1473,DB00631,D600351
1474,DB00631,D133600
1475,DB00631,D233810
1476,DB00631,D143880
1477,DB00631,D146850
1478,DB00631,D304790
1479,DB00631,D147540
1480,DB00631,D151590
1481,DB00631,D247640
1482,DB00631,D157300
1483,DB00631,D276300
1484,DB00631,D126200
1485,DB00631,D254400
1486,DB00631,D181000
1487,DB00631,D152700
1488,DB00631,D188030
1489,DB00230,D147530
1490,DB00230,D165199
1491,DB00230,D102300
1492,DB00749,D147530
1493,DB00790,D208700
1494,DB00790,D217200
1495,DB00790,D121201
1496,DB00790,D132090
1497,DB00790,D600131
1498,DB00790,D607681
1499,DB00790,D607628
1500,DB00790,D604827
1501,DB00790,D607682
1502,DB00790,D607631
1503,DB00790,D132100
1504,DB00790,D132300
1505,DB00790,D608105
1506,DB00790,D300491
1507,DB00790,D267740
1508,DB00790,D190300
1509,DB00790,D190310
1510,DB01033,D608583
1511,DB01033,D607554
1512,DB01033,D115000
1513,DB00717,D147530
1514,DB00428,D225755
1515,DB00428,D608033
1516,DB00428,D225740
1517,DB00428,D145590
1518,DB00428,D260970
1519,DB00428,D182830
1520,DB00385,D125320
1521,DB00385,D168100
1522,DB00385,D168600
1523,DB00394,D217200
1524,DB01068,D147540
1525,DB01068,D158280
1526,DB01068,D608088
1527,DB01181,D607554
1528,DB00644,D147530
1529,DB00570,D110100
1530,DB00570,D115000
1531,DB00570,D140850
1532,DB00570,D608622
1533,DB00570,D157300
1534,DB00570,D300125
1535,DB00570,D157700
1536,DB00570,D171300
1537,DB00570,D161900
1538,DB00570,D190300
1539,DB00549,D275000
1540,DB00851,D208550
1541,DB00851,D600807
1542,DB00851,D145590
1543,DB00851,D608088
1544,DB00544,D252320
1545,DB00544,D254200
1546,DB00114,D217200
1547,DB00114,D239350
1548,DB00165,D217200
1549,DB00165,D239350
1550,DB01223,D164230
1551,DB01223,D181500
1552,DB00880,D608622
1553,DB00880,D146255
1554,DB00880,D161900
1555,DB00907,D608583
1556,DB00907,D607554
1557,DB00907,D115000
1558,DB00465,D200170
1559,DB01128,D109350
1560,DB01128,D600263
1561,DB01128,D190310
1562,DB00480,D102500
1563,DB00480,D114480
1564,DB00480,D166710
1565,DB00178,D608622
1566,DB00178,D146255
1567,DB00178,D161900
1568,DB00861,D109350
1569,DB00861,D304790
1570,DB00861,D190310
1571,DB01364,D168100
1572,DB01364,D168600
1573,DB00898,D147530
1574,DB00909,D125853
1575,DB00909,D125850
1576,DB00909,D125851
1577,DB00909,D600496
1578,DB00206,D608622
1579,DB00206,D161900
1580,DB00140,D145590
1581,DB01043,D246300
1582,DB00883,D102500
1583,DB00883,D167320
1584,DB00883,D166710
1585,DB00883,D602080
1586,DB00733,D300494
1587,DB00733,D225755
1588,DB00733,D608033
1589,DB00733,D225740
1590,DB00733,D137580
1591,DB00733,D260970
1592,DB00733,D181500
1593,DB00733,D182830
1594,DB00988,D605055
1595,DB00988,D104300
1596,DB00988,D125320
1597,DB00988,D168100
1598,DB00952,D157300
1599,DB00532,D157300
1600,DB00268,D125320
1601,DB00268,D168100
1602,DB00268,D168600
1603,DB00268,D102300
1604,DB00408,D125853
1605,DB00408,D125850
1606,DB00408,D125851
1607,DB00408,D600496
1608,DB01095,D144010
1609,DB00999,D208550
1610,DB00999,D600807
1611,DB00933,D106400
1612,DB00933,D125600
1613,DB00933,D147530
1614,DB00933,D604416
1615,DB00937,D208550
1616,DB00937,D600807
1617,DB00017,D143880
1618,DB00017,D167320
1619,DB00017,D166710
1620,DB00017,D602080
1621,DB01395,D145590
1622,DB01395,D147530
1623,DB01231,D109100
1624,DB00745,D107550
1625,DB00745,D125320
1626,DB00745,D226150
1627,DB00745,D158280
1628,DB00745,D168100
1629,DB00745,D168600
1630,DB00745,D190310
1631,DB00010,D604416
1632,DB01101,D131300
1633,DB01101,D252320
1634,DB01101,D164230
1635,DB01101,D167870
1636,DB01104,D303110
1637,DB01104,D601665
1638,DB01104,D264120
1639,DB00203,D178600
1640,DB00203,D161900
1641,DB00640,D144010
1642,DB01260,D125853
1643,DB01260,D125850
1644,DB01260,D125851
1645,DB01260,D600496
1646,DB00461,D192200
1647,DB00397,D114550
1648,DB00397,D605839
1649,DB00397,D144700
1650,DB00397,D188470
1651,DB00484,D608583
1652,DB00484,D607554
1653,DB00419,D104130
1654,DB00419,D208300
1655,DB00419,D600351
1656,DB00419,D215140
1657,DB00419,D608622
1658,DB00419,D604416
1659,DB00419,D161900
1660,DB00424,D236000
1661,DB00363,D109350
1662,DB00363,D161900
1663,DB00363,D190310
1664,DB00794,D104130
1665,DB00794,D266600
1666,DB00604,D175100
1667,DB00604,D208230
1668,DB00604,D133690
1669,DB00604,D147530
1670,DB00604,D165720
1671,DB00604,D140600
1672,DB00604,D607850
1673,DB00604,D607459
1674,DB00668,D157300
1675,DB00668,D300125
1676,DB01267,D605839
1677,DB01267,D144700
1678,DB00381,D605055
1679,DB00381,D104300
1680,DB00381,D125320
1681,DB00863,D603165
1682,DB00819,D178600
1683,DB00819,D161900
1684,DB00674,D114480
1685,DB00674,D174800
1686,DB00704,D200170
1687,DB00704,D147530
1688,DB00704,D310468
1689,DB00704,D600082
1690,DB00963,D608622
1691,DB00963,D145500
1692,DB00963,D161900
1693,DB00852,D155601
1694,DB00852,D155600
1695,DB00852,D276300
1696,DB06285,D605839
1697,DB06285,D144700
1698,DB00443,D223350
1699,DB00443,D236000
1700,DB00443,D109543
1701,DB00443,D247640
1702,DB00443,D267730
1703,DB00443,D182280
1704,DB01161,D200170
1705,DB01161,D144110
1706,DB01161,D608622
1707,DB01161,D147530
1708,DB01161,D157950
1709,DB01161,D600082
1710,DB01161,D161900
1711,DB00869,D208550
1712,DB00869,D600807
1713,DB00869,D210050
1714,DB00338,D147540
1715,DB05259,D102500
1716,DB05259,D606842
1717,DB05259,D166710
1718,DB00623,D114480
1719,DB00623,D215470
1720,DB00623,D241100
1721,DB04272,D143100
1722,DB00758,D137400
1723,DB00758,D600263
1724,DB00758,D604416
1725,DB01039,D246300
1726,DB01039,D254500
1727,DB00277,D208550
1728,DB00277,D600807
1729,DB00277,D210050
1730,DB00351,D601626
1731,DB00678,D181500
1732,DB01590,D181500
1733,DB00905,D217200
1734,DB00208,D188050
1735,DB01132,D167320
1736,DB01132,D602080
1737,DB00371,D137750
1738,DB00371,D601682
1739,DB00371,D137760
1740,DB00371,D608622
1741,DB00371,D157300
1742,DB00371,D300125
1743,DB00371,D161900
1744,DB00773,D608320
1745,DB00696,D200170
1746,DB00696,D601042
1747,DB00696,D157300
1748,DB00696,D160750
1749,DB00696,D190400
1750,DB00831,D125853
1751,DB00831,D125850
1752,DB00831,D125851
1753,DB00831,D600496
1754,DB01122,D125853
1755,DB01122,D125850
1756,DB01122,D125851
1757,DB01122,D600496
1758,DB00321,D168100
1759,DB00321,D168600
1760,DB00499,D208230
1761,DB00499,D165720
1762,DB00499,D140600
1763,DB00499,D607850
1764,DB00499,D607459
1765,DB00273,D607499
1766,DB00273,D308350
1767,DB00273,D147530
1768,DB00273,D157300
1769,DB00273,D300125
1770,DB00273,D605021
1771,DB00273,D264120
1772,DB01029,D276300
1773,DB01029,D182280
1774,DB00214,D208300
1775,DB00214,D600351
1776,DB00214,D215140
1777,DB00214,D608622
1778,DB00214,D146255
1779,DB00214,D166300
1780,DB00214,D161900
1781,DB00193,D147530
1782,DB00193,D102300
1783,DB00515,D608622
1784,DB00515,D146255
1785,DB00515,D161900
1786,DB00302,D227300
1787,DB00302,D134430
1788,DB00302,D134510
1789,DB00302,D134500
1790,DB00302,D134520
1791,DB00287,D137750
1792,DB00287,D601682
1793,DB00287,D137760
1794,DB00287,D161900
1795,DB00373,D178600
1796,DB00373,D161900
1797,DB00754,D145100
1798,DB00754,D145200
1799,DB00754,D182000
1800,DB00754,D151590
1801,DB00754,D276300
1802,DB00754,D604416
1803,DB00619,D104130
1804,DB00619,D208550
1805,DB00619,D114580
1806,DB00619,D223350
1807,DB00619,D133600
1808,DB00619,D147540
1809,DB00619,D148100
1810,DB00619,D151590
1811,DB00619,D165199
1812,DB00619,D173200
1813,DB00619,D181000
1814,DB00619,D152700
1815,DB00619,D188030
1816,DB00382,D203700
1817,DB00382,D208300
1818,DB00382,D210050
1819,DB00382,D600351
1820,DB00382,D215140
1821,DB00829,D181500
1822,DB00502,D145590
1823,DB00502,D147530
1824,DB00374,D168100
1825,DB00437,D208550
1826,DB00437,D166760
1827,DB00437,D604416
1828,DB01156,D109100
1829,DB03796,D173200
1830,DB00575,D208230
1831,DB00575,D165720
1832,DB00575,D140600
1833,DB00575,D607850
1834,DB00575,D607459
1835,DB00313,D104130
1836,DB00313,D605055
1837,DB00313,D104300
1838,DB00313,D217200
1839,DB00313,D125320
1840,DB00313,D239350
1841,DB00313,D181500
1842,DB00384,D109800
1843,DB00177,D608622
1844,DB00177,D161900
1845,DB00067,D125700
1846,DB00067,D304900
1847,DB00285,D143465
1848,DB00285,D607499
1849,DB00285,D131300
1850,DB00285,D147530
1851,DB00285,D164230
1852,DB00285,D167870
1853,DB00659,D200170
1854,DB00659,D608583
1855,DB00659,D607554
1856,DB00659,D115000
1857,DB00659,D115195
1858,DB00659,D608622
1859,DB00659,D157300
1860,DB00659,D161900
1861,DB01076,D217200
1862,DB01076,D308350
1863,DB01076,D605021
1864,DB00569,D114480
1865,DB00569,D236000
1866,DB00569,D148000
1867,DB00569,D276300
1868,DB00569,D254400
1869,DB00569,D273300
1870,DB00569,D188030
1871,DB00540,D223350
1872,DB00540,D236000
1873,DB00540,D246470
1874,DB00540,D601626
1875,DB00540,D109543
1876,DB00540,D247640
1877,DB00540,D276300
1878,DB00540,D254500
1879,DB00540,D256700
1880,DB00540,D267730
1881,DB00540,D268220
1882,DB00540,D601608
1883,DB00540,D194070
1884,DB00357,D236000
1885,DB00162,D115300
1886,DB00162,D277350
1887,DB00126,D240400
1888,DB00126,D206200
1889,DB00126,D250790
1890,DB00163,D200170
1891,DB00163,D605055
1892,DB00163,D104300
1893,DB00163,D125320
1894,DB00163,D606703
1895,DB00163,D230450
1896,DB00163,D231900
1897,DB00163,D266120
1898,DB00163,D277460
1899,DB01677,D276300
1900,DB01677,D254400
1901,DB00679,D107320
1902,DB00679,D608583
1903,DB00679,D607554
1904,DB00679,D125310
1905,DB00679,D540000
1906,DB00679,D601367
1907,DB00548,D208550
1908,DB00741,D208550
1909,DB00741,D600807
1910,DB00246,D137580
1911,DB00246,D181500
1912,DB00398,D102500
1913,DB00398,D143880
1914,DB00398,D167320
1915,DB00398,D605839
1916,DB00398,D276300
1917,DB00398,D254500
1918,DB00398,D602080
1919,DB00313,D157300
1920,DB00908,D208700
1921,DB00908,D217200
1922,DB00908,D600131
1923,DB00908,D607681
1924,DB00908,D607628
1925,DB00908,D604827
1926,DB00908,D607682
1927,DB00908,D607631
1928,DB00908,D608105
1929,DB00908,D300491
1930,DB00908,D239350
1931,DB00908,D267740
1932,DB00908,D190300
